,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
961,2582,1985024,Miss Queenie VonRueden V,Mr,Male,1,Married,4,2022-03-19,,Active,,,,Labour,Contarct Basis,Buddhist,Bar Bender,1972.0
962,2586,1935037,Philip Lowe,Mr,Male,1,Single,31,2022-03-14,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0
963,2588,201013,Mr Gavin Dach,Mr,Male,1,Single,31,2022-03-25,2022-09-05,Inactive,2022-09-05,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0
964,2592,5410,Mr Joan Effertz,Mr,Male,5,Married,22,2022-04-06,2022-08-31,Inactive,2022-08-31,,,Staff,Contarct Basis,Muslim,Technical Officer,1997.0
965,2593,5411,Else Hyatt,Mr,Male,1,Single,8,2022-04-18,2022-05-03,Inactive,2022-05-03,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1997.0
966,2594,5412,Adrain Welch,Mr,Male,3,Single,8,2022-04-18,,Active,,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1997.0
967,2597,5414,Mr Greg Mayer DDS,Mr,Male,1,Single,22,2022-04-19,,Active,,,,Staff,Contarct Basis,Buddhist,Technical Officer,1994.0
968,2598,1945039,Dean Zemlak,Mr,Male,1,Married,4,2022-04-23,,Active,,,,Labour,Permanant,Buddhist,Bar Bender,1987.0
969,2599,1945040,Talon Hudson,Mr,Male,1,Married,124,2022-04-25,,Active,,,,Labour,Contarct Basis,Buddhist,Mason,1968.0
970,2600,51034,Prof Trevor Ledner,Mr,Male,1,Married,56,2022-04-26,2022-05-04,Inactive,2022-05-04,,,Labour,Contarct Basis,Buddhist,Helper,1986.0
971,2601,5416,Miss Alene Stokes DVM,Mr,Male,1,Married,90,2022-04-28,2022-08-27,Inactive,2022-08-26,,,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1987.0
972,2602,1945041,Alana Friesen Sr,Mr,Male,1,Married,31,2022-04-26,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965.0
973,2603,1945042,Lia Dietrich DVM,Mr,Male,1,Married,31,2022-04-27,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
974,2604,5418,Price Zieme,Mr,Male,1,Married,78,2022-05-03,2022-09-19,Inactive,2022-09-19,,,Staff,Contarct Basis,Buddhist,Assistant Accountant,1989.0
975,2606,1935039,Mr Brant Stracke,Mr,Male,1,Married,1,2022-05-01,,Active,,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1991.0
976,2607,1935040,Scot Christiansen,Mr,Male,1,Married,31,2022-05-04,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
977,2614,1935041,Maeve Mraz,Mr,Male,1,Single,31,2022-05-25,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0
978,2615,1935042,Marge Kemmer,Mr,Male,1,Single,31,2022-05-25,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0
979,2616,1935043,Dr Orville Schmidt V,Mr,Male,1,Single,31,2022-05-25,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0
980,2617,1935044,Maverick Doyle DVM,Mr,Male,1,Single,31,2022-05-25,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0
981,2637,193215,Troy Beier,Mr,Male,1,Married,24,2022-06-20,,Active,,,,Labour,Contarct Basis,Buddhist,Driver,1979.0
982,2642,5420,Mireya Crooks,Mr,Male,1,Married,104,2022-07-14,2022-11-04,Inactive,2022-11-04,,,Management,Contarct Basis,Buddhist,Accountant,1965.0
983,2643,193216,Prof Stone Kunze,Mr,Male,1,Married,54,2022-07-20,,Active,,673.0,,Labour,Contarct Basis,Buddhist,Lab Technician,1986.0
984,2701,5424,Ilene Stehr DVM,Ms,Female,1,Single,143,2022-08-26,,Active,,,,Staff,Contarct Basis,Buddhist,HR Assistant,1996.0
985,2705,193219,Jordon Hickle I,Mr,Male,1,Married,31,2022-08-29,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0
986,2709,5425,Arvilla Jenkins,Ms,Female,1,Married,33,2022-09-01,,Active,,,,Staff,Contarct Basis,Buddhist,Site Engineer,1989.0
987,2715,50047,Mrs Mara Gleason I,Mr,Male,1,Married,38,2022-09-01,,Active,,,,Staff,Contarct Basis,Buddhist,Office Assistant,1965.0
988,2734,5426,Mortimer Lindgren DDS,Mr,Male,1,Married,8,2022-09-26,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988.0
989,2737,5427,Prof Ismael Prosacco,Mr,Male,1,Married,78,2022-09-27,,Active,,,,Staff,Contarct Basis,Buddhist,Assistant Accountant,1984.0
990,2771,5429,Dr Bertram Emard,Mr,Male,1,Married,198,2022-10-06,,Active,,,,Staff,Contarct Basis,Buddhist,Projects Officer,1981.0
991,2831,5433,Ms Katelin Medhurst,Mr,Male,1,Single,111,2022-10-25,,Active,,,,Staff,Contarct Basis,Buddhist,Management Trainee,1996.0
992,2836,5434,Janis Borer Jr,Ms,Female,1,Single,17,2022-11-01,2022-12-22,Inactive,2022-12-22,,,Staff,Contarct Basis,Buddhist,Account Executive,1993.0
993,2890,5479,Delphia Haley,Mr,Male,1,Single,8,2022-11-21,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1994.0
994,2972,5480,Lance Stanton,Mr,Male,1,Single,201,2022-12-05,,Active,,,,Staff,Contarct Basis,Buddhist,Software Developer,1997.0
995,2973,5481,Chauncey Reilly,Mr,Male,1,Single,8,2022-12-08,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990.0
996,3041,5482,Sudath,Mr,Male,1,Married,104,2022-12-20,,Active,,,,Management,Contarct Basis,Buddhist,Accountant,1979.0
